price,reviews_per_month
0.006666666666666667,0.102291325695581
0.001888888888888889,0.03846153846153846
0.01,0.03382433169667212
0.002888888888888889,0.010365521003818877
0.004666666666666667,0.04746317512274959
0.02,0.0038188761593016905
0.007777777777777778,0.006001091107474086
0.01,0.01254773595199127
0.005,0.07692307692307693
0.0054444444444444445,0.05701036552100382
0.014333333333333333,0.020185488270594652
0.007777777777777778,0.01636661211129296
0.010888888888888889,0.015821058374249863
0.017777777777777778,0.06164757228587016
0.007222222222222223,0.025368248772504088
0.01,0.004637206764866338
0.01,0.0010911074740861976
0.02188888888888889,0.04418985270049099
0.007777777777777778,0.007637752318603382
0.01,0.008728859792689581
0.006666666666666667,0.00027277686852154935
0.014444444444444446,0.018821603927986905
0.011111111111111112,0.06573922531369339
0.004888888888888889,0.13447899618112383
0.006888888888888889,0.039007092198581554
0.006111111111111111,0.0
0.0044444444444444444,0.04418985270049099
0.002777777777777778,0.005455537370430987
0.005777777777777778,0.08265139116202946
0.004333333333333333,0.0430987452264048
0.008888888888888889,0.027823240589198037
0.008888888888888889,0.0013638843426077467
0.005555555555555556,0.016639388979814512
0.004777777777777778,0.018821603927986905
0.0044444444444444444,0.00027277686852154935
0.004,0.00845608292416803
0.013222222222222222,0.030823786142935076
0.01,0.01773049645390071
0.004666666666666667,0.0030005455537370426
0.006222222222222223,0.027550463720676488
0.005555555555555556,0.04418985270049099
0.005333333333333334,0.01282051282051282
0.017777777777777778,0.009274413529732678
0.009777777777777778,0.0016366612111292963
0.006111111111111111,0.043371522094926354
0.01,0.0
0.006111111111111111,0.00409165302782324
0.022222222222222223,0.022640480087288598
0.008888888888888889,0.045553737043098744
0.0054444444444444445,0.0005455537370430987
0.006111111111111111,0.023731587561374796
0.014444444444444446,0.009819967266775777
0.01,0.022913256955810146
0.013333333333333334,0.003273322422258592
0.004111111111111111,0.03464266230223677
0.005777777777777778,0.03136933987997818
0.004888888888888889,0.01336606655755592
0.011333333333333334,0.010365521003818877
0.0032222222222222222,0.024549918166939445
0.009333333333333334,0.06601200218221495
0.008888888888888889,0.014729950900163668
0.007666666666666667,0.05810147299509002
0.020555555555555556,0.020458265139116204
0.0054444444444444445,0.020185488270594652
0.017222222222222222,0.011456628477905073
0.007333333333333334,0.07037643207855973
0.007777777777777778,0.021549372613202403
0.005888888888888889,0.06055646481178396
0.007777777777777778,0.041734860883797055
0.010222222222222223,0.07774140752864156
0.008333333333333333,0.029459901800327332
0.008888888888888889,0.01282051282051282
0.005333333333333334,0.04937261320240044
0.012666666666666668,0.01691216584833606
0.006666666666666667,0.01282051282051282
0.05622222222222222,0.03355155482815057
0.005555555555555556,0.04582651391162029
0.009111111111111111,0.027004909983633387
0.008888888888888889,0.01773049645390071
0.006666666666666667,0.020731042007637753
0.007777777777777778,0.03600654664484452
0.014444444444444446,0.019912711402073104
0.007666666666666667,0.0010911074740861976
0.008333333333333333,0.0013638843426077467
0.007555555555555556,0.025095471903982543
0.01388888888888889,0.0013638843426077467
0.007777777777777778,0.013093289689034369
0.00988888888888889,0.14157119476268412
0.006555555555555556,0.009819967266775777
0.010666666666666668,0.045280960174577195
0.008333333333333333,0.05782869612656846
0.006111111111111111,0.06901254773595199
0.006111111111111111,0.01691216584833606
0.007777777777777778,0.03818876159301691
0.0034444444444444444,0.012002182214948172
0.0044444444444444444,0.014457174031642117
0.009000000000000001,0.006819421713038734
0.005777777777777778,0.0436442989634479
0.011111111111111112,0.000818330605564648
0.004,0.028641571194762686
0.009777777777777778,0.014184397163120569
0.0032222222222222222,0.08046917621385706
0.011111111111111112,0.0019094380796508454
0.017888888888888888,0.015275504637206764
0.007222222222222223,0.057283142389525366
0.007777777777777778,0.036824877250409165
0.0032222222222222222,0.021549372613202403
0.008888888888888889,0.0035460992907801418
0.0054444444444444445,0.11456628477905073
0.0054444444444444445,0.0019094380796508454
0.006555555555555556,0.009274413529732678
0.0033333333333333335,0.00845608292416803
0.0025555555555555557,0.023731587561374796
0.0044444444444444444,0.0016366612111292963
0.003888888888888889,0.01691216584833606
0.007777777777777778,0.04691762138570649
0.008888888888888889,0.010092744135297328
0.004666666666666667,0.0005455537370430987
0.010666666666666668,0.009819967266775777
0.008333333333333333,0.019094380796508454
0.010666666666666668,0.01336606655755592
0.008444444444444445,0.026459356246590286
0.005111111111111111,0.002182214948172395
0.03288888888888889,0.008183306055646482
0.027111111111111114,0.005182760501909438
0.0022222222222222222,0.01282051282051282
0.005555555555555556,0.0005455537370430987
0.006555555555555556,0.013093289689034369
0.008333333333333333,0.022367703218767045
0.01888888888888889,0.03846153846153846
0.004333333333333333,0.006001091107474086
0.004333333333333333,0.11865793780687398
0.0071111111111111115,0.12138570649208946
0.003888888888888889,0.004909983633387889
0.011111111111111112,0.11456628477905073
